parent_id,index,value
4125,4,"tag_4"
4124,3,"tag_3"
4123,2,"tag_2"
4122,1,"tag_1"
4121,0,"tag_0"
4120,4,"tag_4"
4119,3,"tag_3"
4118,2,"tag_2"
4117,1,"tag_1"
4116,0,"tag_0"
4115,4,"tag_4"
4114,3,"tag_3"
4113,2,"tag_2"
4112,1,"tag_1"
4111,0,"tag_0"
4110,4,"tag_4"
4109,3,"tag_3"
4108,2,"tag_2"
4107,1,"tag_1"
4106,0,"tag_0"
4105,4,"tag_4"
4104,3,"tag_3"
4103,2,"tag_2"
4102,1,"tag_1"
4101,0,"tag_0"
4100,4,"tag_4"
4099,3,"tag_3"
4098,2,"tag_2"
4097,1,"tag_1"
4096,0,"tag_0"
4095,4,"tag_4"
4094,3,"tag_3"
4093,2,"tag_2"
4092,1,"tag_1"
4091,0,"tag_0"
4090,4,"tag_4"
4089,3,"tag_3"
4088,2,"tag_2"
4087,1,"tag_1"
4086,0,"tag_0"
4085,4,"tag_4"
4084,3,"tag_3"
4083,2,"tag_2"
4082,1,"tag_1"
4081,0,"tag_0"
4080,4,"tag_4"
4079,3,"tag_3"
4078,2,"tag_2"
4077,1,"tag_1"
4076,0,"tag_0"
4075,4,"tag_4"
4074,3,"tag_3"
4073,2,"tag_2"
4072,1,"tag_1"
4071,0,"tag_0"
4070,4,"tag_4"
4069,3,"tag_3"
4068,2,"tag_2"
4067,1,"tag_1"
4066,0,"tag_0"
4065,4,"tag_4"
4064,3,"tag_3"
4063,2,"tag_2"
4062,1,"tag_1"
4061,0,"tag_0"
4060,4,"tag_4"
4059,3,"tag_3"
4058,2,"tag_2"
4057,1,"tag_1"
4056,0,"tag_0"
4055,4,"tag_4"
4054,3,"tag_3"
4053,2,"tag_2"
4052,1,"tag_1"
4051,0,"tag_0"
4050,4,"tag_4"
4049,3,"tag_3"
4048,2,"tag_2"
4047,1,"tag_1"
4046,0,"tag_0"
4045,4,"tag_4"
4044,3,"tag_3"
4043,2,"tag_2"
4042,1,"tag_1"
4041,0,"tag_0"
4040,4,"tag_4"
4039,3,"tag_3"
4038,2,"tag_2"
4037,1,"tag_1"
4036,0,"tag_0"
4035,4,"tag_4"
4034,3,"tag_3"
4033,2,"tag_2"
4032,1,"tag_1"
4031,0,"tag_0"
4030,4,"tag_4"
4029,3,"tag_3"
4028,2,"tag_2"
4027,1,"tag_1"
4026,0,"tag_0"
4025,4,"tag_4"
4024,3,"tag_3"
4023,2,"tag_2"
4022,1,"tag_1"
4021,0,"tag_0"
4020,4,"tag_4"
4019,3,"tag_3"
4018,2,"tag_2"
4017,1,"tag_1"
4016,0,"tag_0"
4015,4,"tag_4"
4014,3,"tag_3"
4013,2,"tag_2"
4012,1,"tag_1"
4011,0,"tag_0"
4010,4,"tag_4"
4009,3,"tag_3"
4008,2,"tag_2"
4007,1,"tag_1"
4006,0,"tag_0"
4005,4,"tag_4"
4004,3,"tag_3"
4003,2,"tag_2"
4002,1,"tag_1"
4001,0,"tag_0"
4000,4,"tag_4"
3999,3,"tag_3"
3998,2,"tag_2"
3997,1,"tag_1"
3996,0,"tag_0"
3995,4,"tag_4"
3994,3,"tag_3"
3993,2,"tag_2"
3992,1,"tag_1"
3991,0,"tag_0"
3990,4,"tag_4"
3989,3,"tag_3"
3988,2,"tag_2"
3987,1,"tag_1"
3986,0,"tag_0"
3985,4,"tag_4"
3984,3,"tag_3"
3983,2,"tag_2"
3982,1,"tag_1"
3981,0,"tag_0"
3980,4,"tag_4"
3979,3,"tag_3"
3978,2,"tag_2"
3977,1,"tag_1"
3976,0,"tag_0"
3975,4,"tag_4"
3974,3,"tag_3"
3973,2,"tag_2"
3972,1,"tag_1"
3971,0,"tag_0"
3970,4,"tag_4"
3969,3,"tag_3"
3968,2,"tag_2"
3967,1,"tag_1"
3966,0,"tag_0"
3965,4,"tag_4"
3964,3,"tag_3"
3963,2,"tag_2"
3962,1,"tag_1"
3961,0,"tag_0"
3960,4,"tag_4"
3959,3,"tag_3"
3958,2,"tag_2"
3957,1,"tag_1"
3956,0,"tag_0"
3955,4,"tag_4"
3954,3,"tag_3"
3953,2,"tag_2"
3952,1,"tag_1"
3951,0,"tag_0"
3950,4,"tag_4"
3949,3,"tag_3"
3948,2,"tag_2"
3947,1,"tag_1"
3946,0,"tag_0"
3945,4,"tag_4"
3944,3,"tag_3"
3943,2,"tag_2"
3942,1,"tag_1"
3941,0,"tag_0"
3940,4,"tag_4"
3939,3,"tag_3"
3938,2,"tag_2"
3937,1,"tag_1"
3936,0,"tag_0"
3935,4,"tag_4"
3934,3,"tag_3"
3933,2,"tag_2"
3932,1,"tag_1"
3931,0,"tag_0"
3930,4,"tag_4"
3929,3,"tag_3"
3928,2,"tag_2"
3927,1,"tag_1"
3926,0,"tag_0"
3925,4,"tag_4"
3924,3,"tag_3"
3923,2,"tag_2"
3922,1,"tag_1"
3921,0,"tag_0"
3920,4,"tag_4"
3919,3,"tag_3"
3918,2,"tag_2"
3917,1,"tag_1"
3916,0,"tag_0"
3915,4,"tag_4"
3914,3,"tag_3"
3913,2,"tag_2"
3912,1,"tag_1"
3911,0,"tag_0"
3910,4,"tag_4"
3909,3,"tag_3"
3908,2,"tag_2"
3907,1,"tag_1"
3906,0,"tag_0"
3905,4,"tag_4"
3904,3,"tag_3"
3903,2,"tag_2"
3902,1,"tag_1"
3901,0,"tag_0"
3900,4,"tag_4"
3899,3,"tag_3"
3898,2,"tag_2"
3897,1,"tag_1"
3896,0,"tag_0"
3895,4,"tag_4"
3894,3,"tag_3"
3893,2,"tag_2"
3892,1,"tag_1"
3891,0,"tag_0"
3890,4,"tag_4"
3889,3,"tag_3"
3888,2,"tag_2"
3887,1,"tag_1"
3886,0,"tag_0"
3885,4,"tag_4"
3884,3,"tag_3"
3883,2,"tag_2"
3882,1,"tag_1"
3881,0,"tag_0"
3880,4,"tag_4"
3879,3,"tag_3"
3878,2,"tag_2"
3877,1,"tag_1"
3876,0,"tag_0"
3875,4,"tag_4"
3874,3,"tag_3"
3873,2,"tag_2"
3872,1,"tag_1"
3871,0,"tag_0"
3870,4,"tag_4"
3869,3,"tag_3"
3868,2,"tag_2"
3867,1,"tag_1"
3866,0,"tag_0"
3865,4,"tag_4"
3864,3,"tag_3"
3863,2,"tag_2"
3862,1,"tag_1"
3861,0,"tag_0"
3860,4,"tag_4"
3859,3,"tag_3"
3858,2,"tag_2"
3857,1,"tag_1"
3856,0,"tag_0"
3855,4,"tag_4"
3854,3,"tag_3"
3853,2,"tag_2"
3852,1,"tag_1"
3851,0,"tag_0"
3850,4,"tag_4"
3849,3,"tag_3"
3848,2,"tag_2"
3847,1,"tag_1"
3846,0,"tag_0"
3845,4,"tag_4"
3844,3,"tag_3"
3843,2,"tag_2"
3842,1,"tag_1"
3841,0,"tag_0"
3840,4,"tag_4"
3839,3,"tag_3"
3838,2,"tag_2"
3837,1,"tag_1"
3836,0,"tag_0"
3835,4,"tag_4"
3834,3,"tag_3"
3833,2,"tag_2"
3832,1,"tag_1"
3831,0,"tag_0"
3830,4,"tag_4"
3829,3,"tag_3"
3828,2,"tag_2"
3827,1,"tag_1"
3826,0,"tag_0"
3825,4,"tag_4"
3824,3,"tag_3"
3823,2,"tag_2"
3822,1,"tag_1"
3821,0,"tag_0"
3820,4,"tag_4"
3819,3,"tag_3"
3818,2,"tag_2"
3817,1,"tag_1"
3816,0,"tag_0"
3815,4,"tag_4"
3814,3,"tag_3"
3813,2,"tag_2"
3812,1,"tag_1"
3811,0,"tag_0"
3810,4,"tag_4"
3809,3,"tag_3"
3808,2,"tag_2"
3807,1,"tag_1"
3806,0,"tag_0"
3805,4,"tag_4"
3804,3,"tag_3"
3803,2,"tag_2"
3802,1,"tag_1"
3801,0,"tag_0"
3800,4,"tag_4"
3799,3,"tag_3"
3798,2,"tag_2"
3797,1,"tag_1"
3796,0,"tag_0"
3795,4,"tag_4"
3794,3,"tag_3"
3793,2,"tag_2"
3792,1,"tag_1"
3791,0,"tag_0"
3790,4,"tag_4"
3789,3,"tag_3"
3788,2,"tag_2"
3787,1,"tag_1"
3786,0,"tag_0"
3785,4,"tag_4"
3784,3,"tag_3"
3783,2,"tag_2"
3782,1,"tag_1"
3781,0,"tag_0"
3780,4,"tag_4"
3779,3,"tag_3"
3778,2,"tag_2"
3777,1,"tag_1"
3776,0,"tag_0"
3775,4,"tag_4"
3774,3,"tag_3"
3773,2,"tag_2"
3772,1,"tag_1"
3771,0,"tag_0"
3770,4,"tag_4"
3769,3,"tag_3"
3768,2,"tag_2"
3767,1,"tag_1"
3766,0,"tag_0"
3765,4,"tag_4"
3764,3,"tag_3"
3763,2,"tag_2"
3762,1,"tag_1"
3761,0,"tag_0"
3760,4,"tag_4"
3759,3,"tag_3"
3758,2,"tag_2"
3757,1,"tag_1"
3756,0,"tag_0"
3755,4,"tag_4"
3754,3,"tag_3"
3753,2,"tag_2"
3752,1,"tag_1"
3751,0,"tag_0"
3750,4,"tag_4"
3749,3,"tag_3"
3748,2,"tag_2"
3747,1,"tag_1"
3746,0,"tag_0"
3745,4,"tag_4"
3744,3,"tag_3"
3743,2,"tag_2"
3742,1,"tag_1"
3741,0,"tag_0"
3740,4,"tag_4"
3739,3,"tag_3"
3738,2,"tag_2"
3737,1,"tag_1"
3736,0,"tag_0"
3735,4,"tag_4"
3734,3,"tag_3"
3733,2,"tag_2"
3732,1,"tag_1"
3731,0,"tag_0"
3730,4,"tag_4"
3729,3,"tag_3"
3728,2,"tag_2"
3727,1,"tag_1"
3726,0,"tag_0"
3725,4,"tag_4"
3724,3,"tag_3"
3723,2,"tag_2"
3722,1,"tag_1"
3721,0,"tag_0"
3720,4,"tag_4"
3719,3,"tag_3"
3718,2,"tag_2"
3717,1,"tag_1"
3716,0,"tag_0"
3715,4,"tag_4"
3714,3,"tag_3"
3713,2,"tag_2"
3712,1,"tag_1"
3711,0,"tag_0"
3710,4,"tag_4"
3709,3,"tag_3"
3708,2,"tag_2"
3707,1,"tag_1"
3706,0,"tag_0"
3705,4,"tag_4"
3704,3,"tag_3"
3703,2,"tag_2"
3702,1,"tag_1"
3701,0,"tag_0"
3700,4,"tag_4"
3699,3,"tag_3"
3698,2,"tag_2"
3697,1,"tag_1"
3696,0,"tag_0"
3695,4,"tag_4"
3694,3,"tag_3"
3693,2,"tag_2"
3692,1,"tag_1"
3691,0,"tag_0"
3690,4,"tag_4"
3689,3,"tag_3"
3688,2,"tag_2"
3687,1,"tag_1"
3686,0,"tag_0"
3685,4,"tag_4"
3684,3,"tag_3"
3683,2,"tag_2"
3682,1,"tag_1"
3681,0,"tag_0"
3680,4,"tag_4"
3679,3,"tag_3"
3678,2,"tag_2"
3677,1,"tag_1"
3676,0,"tag_0"
3675,4,"tag_4"
3674,3,"tag_3"
3673,2,"tag_2"
3672,1,"tag_1"
3671,0,"tag_0"
3670,4,"tag_4"
3669,3,"tag_3"
3668,2,"tag_2"
3667,1,"tag_1"
3666,0,"tag_0"
3665,4,"tag_4"
3664,3,"tag_3"
3663,2,"tag_2"
3662,1,"tag_1"
3661,0,"tag_0"
3660,4,"tag_4"
3659,3,"tag_3"
3658,2,"tag_2"
3657,1,"tag_1"
3656,0,"tag_0"
3655,4,"tag_4"
3654,3,"tag_3"
3653,2,"tag_2"
3652,1,"tag_1"
3651,0,"tag_0"
3650,4,"tag_4"
3649,3,"tag_3"
3648,2,"tag_2"
3647,1,"tag_1"
3646,0,"tag_0"
3645,4,"tag_4"
3644,3,"tag_3"
3643,2,"tag_2"
3642,1,"tag_1"
3641,0,"tag_0"
3640,4,"tag_4"
3639,3,"tag_3"
3638,2,"tag_2"
3637,1,"tag_1"
3636,0,"tag_0"
3635,4,"tag_4"
3634,3,"tag_3"
3633,2,"tag_2"
3632,1,"tag_1"
3631,0,"tag_0"
3630,4,"tag_4"
3629,3,"tag_3"
3628,2,"tag_2"
3627,1,"tag_1"
3626,0,"tag_0"
3625,4,"tag_4"
3624,3,"tag_3"
3623,2,"tag_2"
3622,1,"tag_1"
3621,0,"tag_0"
3620,4,"tag_4"
3619,3,"tag_3"
3618,2,"tag_2"
3617,1,"tag_1"
3616,0,"tag_0"
3615,4,"tag_4"
3614,3,"tag_3"
3613,2,"tag_2"
3612,1,"tag_1"
3611,0,"tag_0"
3610,4,"tag_4"
3609,3,"tag_3"
3608,2,"tag_2"
3607,1,"tag_1"
3606,0,"tag_0"
3605,4,"tag_4"
3604,3,"tag_3"
3603,2,"tag_2"
3602,1,"tag_1"
3601,0,"tag_0"
3600,4,"tag_4"
3599,3,"tag_3"
3598,2,"tag_2"
3597,1,"tag_1"
3596,0,"tag_0"
3595,4,"tag_4"
3594,3,"tag_3"
3593,2,"tag_2"
3592,1,"tag_1"
3591,0,"tag_0"
3590,4,"tag_4"
3589,3,"tag_3"
3588,2,"tag_2"
3587,1,"tag_1"
3586,0,"tag_0"
3585,4,"tag_4"
3584,3,"tag_3"
3583,2,"tag_2"
3582,1,"tag_1"
3581,0,"tag_0"
3580,4,"tag_4"
3579,3,"tag_3"
3578,2,"tag_2"
3577,1,"tag_1"
3576,0,"tag_0"
3575,4,"tag_4"
3574,3,"tag_3"
3573,2,"tag_2"
3572,1,"tag_1"
3571,0,"tag_0"
3570,4,"tag_4"
3569,3,"tag_3"
3568,2,"tag_2"
3567,1,"tag_1"
3566,0,"tag_0"
3565,4,"tag_4"
3564,3,"tag_3"
3563,2,"tag_2"
3562,1,"tag_1"
3561,0,"tag_0"
3560,4,"tag_4"
3559,3,"tag_3"
3558,2,"tag_2"
3557,1,"tag_1"
3556,0,"tag_0"
3555,4,"tag_4"
3554,3,"tag_3"
3553,2,"tag_2"
3552,1,"tag_1"
3551,0,"tag_0"
3550,4,"tag_4"
3549,3,"tag_3"
3548,2,"tag_2"
3547,1,"tag_1"
3546,0,"tag_0"
3545,4,"tag_4"
3544,3,"tag_3"
3543,2,"tag_2"
3542,1,"tag_1"
3541,0,"tag_0"
3540,4,"tag_4"
3539,3,"tag_3"
3538,2,"tag_2"
3537,1,"tag_1"
3536,0,"tag_0"
3535,4,"tag_4"
3534,3,"tag_3"
3533,2,"tag_2"
3532,1,"tag_1"
3531,0,"tag_0"
3530,4,"tag_4"
3529,3,"tag_3"
3528,2,"tag_2"
3527,1,"tag_1"
3526,0,"tag_0"
3525,4,"tag_4"
3524,3,"tag_3"
3523,2,"tag_2"
3522,1,"tag_1"
3521,0,"tag_0"
3520,4,"tag_4"
3519,3,"tag_3"
3518,2,"tag_2"
3517,1,"tag_1"
3516,0,"tag_0"
3515,4,"tag_4"
3514,3,"tag_3"
3513,2,"tag_2"
3512,1,"tag_1"
3511,0,"tag_0"
3510,4,"tag_4"
3509,3,"tag_3"
3508,2,"tag_2"
3507,1,"tag_1"
3506,0,"tag_0"
3505,4,"tag_4"
3504,3,"tag_3"
3503,2,"tag_2"
3502,1,"tag_1"
3501,0,"tag_0"
3500,4,"tag_4"
3499,3,"tag_3"
3498,2,"tag_2"
3497,1,"tag_1"
3496,0,"tag_0"
3495,4,"tag_4"
3494,3,"tag_3"
3493,2,"tag_2"
3492,1,"tag_1"
3491,0,"tag_0"
3490,4,"tag_4"
3489,3,"tag_3"
3488,2,"tag_2"
3487,1,"tag_1"
3486,0,"tag_0"
3485,4,"tag_4"
3484,3,"tag_3"
3483,2,"tag_2"
3482,1,"tag_1"
3481,0,"tag_0"
3480,4,"tag_4"
3479,3,"tag_3"
3478,2,"tag_2"
3477,1,"tag_1"
3476,0,"tag_0"
3475,4,"tag_4"
3474,3,"tag_3"
3473,2,"tag_2"
3472,1,"tag_1"
3471,0,"tag_0"
3470,4,"tag_4"
3469,3,"tag_3"
3468,2,"tag_2"
3467,1,"tag_1"
3466,0,"tag_0"
3465,4,"tag_4"
3464,3,"tag_3"
3463,2,"tag_2"
3462,1,"tag_1"
3461,0,"tag_0"
3460,4,"tag_4"
3459,3,"tag_3"
3458,2,"tag_2"
3457,1,"tag_1"
3456,0,"tag_0"
3455,4,"tag_4"
3454,3,"tag_3"
3453,2,"tag_2"
3452,1,"tag_1"
3451,0,"tag_0"
3450,4,"tag_4"
3449,3,"tag_3"
3448,2,"tag_2"
3447,1,"tag_1"
3446,0,"tag_0"
3445,4,"tag_4"
3444,3,"tag_3"
3443,2,"tag_2"
3442,1,"tag_1"
3441,0,"tag_0"
3440,4,"tag_4"
3439,3,"tag_3"
3438,2,"tag_2"
3437,1,"tag_1"
3436,0,"tag_0"
3435,4,"tag_4"
3434,3,"tag_3"
3433,2,"tag_2"
3432,1,"tag_1"
3431,0,"tag_0"
3430,4,"tag_4"
3429,3,"tag_3"
3428,2,"tag_2"
3427,1,"tag_1"
3426,0,"tag_0"
3425,4,"tag_4"
3424,3,"tag_3"
3423,2,"tag_2"
3422,1,"tag_1"
3421,0,"tag_0"
3420,4,"tag_4"
3419,3,"tag_3"
3418,2,"tag_2"
3417,1,"tag_1"
3416,0,"tag_0"
3415,4,"tag_4"
3414,3,"tag_3"
3413,2,"tag_2"
3412,1,"tag_1"
3411,0,"tag_0"
3410,4,"tag_4"
3409,3,"tag_3"
3408,2,"tag_2"
3407,1,"tag_1"
3406,0,"tag_0"
3405,4,"tag_4"
3404,3,"tag_3"
3403,2,"tag_2"
3402,1,"tag_1"
3401,0,"tag_0"
3400,4,"tag_4"
3399,3,"tag_3"
3398,2,"tag_2"
3397,1,"tag_1"
3396,0,"tag_0"
3395,4,"tag_4"
3394,3,"tag_3"
3393,2,"tag_2"
3392,1,"tag_1"
3391,0,"tag_0"
3390,4,"tag_4"
3389,3,"tag_3"
3388,2,"tag_2"
3387,1,"tag_1"
3386,0,"tag_0"
3385,4,"tag_4"
3384,3,"tag_3"
3383,2,"tag_2"
3382,1,"tag_1"
3381,0,"tag_0"
3380,4,"tag_4"
3379,3,"tag_3"
3378,2,"tag_2"
3377,1,"tag_1"
3376,0,"tag_0"
3375,4,"tag_4"
3374,3,"tag_3"
3373,2,"tag_2"
3372,1,"tag_1"
3371,0,"tag_0"
3370,4,"tag_4"
3369,3,"tag_3"
3368,2,"tag_2"
3367,1,"tag_1"
3366,0,"tag_0"
3365,4,"tag_4"
3364,3,"tag_3"
3363,2,"tag_2"
3362,1,"tag_1"
3361,0,"tag_0"
3360,4,"tag_4"
3359,3,"tag_3"
3358,2,"tag_2"
3357,1,"tag_1"
3356,0,"tag_0"
3355,4,"tag_4"
3354,3,"tag_3"
3353,2,"tag_2"
3352,1,"tag_1"
3351,0,"tag_0"
3350,4,"tag_4"
3349,3,"tag_3"
3348,2,"tag_2"
3347,1,"tag_1"
3346,0,"tag_0"
3345,4,"tag_4"
3344,3,"tag_3"
3343,2,"tag_2"
3342,1,"tag_1"
3341,0,"tag_0"
3340,4,"tag_4"
3339,3,"tag_3"
3338,2,"tag_2"
3337,1,"tag_1"
3336,0,"tag_0"
3335,4,"tag_4"
3334,3,"tag_3"
3333,2,"tag_2"
3332,1,"tag_1"
3331,0,"tag_0"
3330,4,"tag_4"
3329,3,"tag_3"
3328,2,"tag_2"
3327,1,"tag_1"
3326,0,"tag_0"
3325,4,"tag_4"
3324,3,"tag_3"
3323,2,"tag_2"
3322,1,"tag_1"
3321,0,"tag_0"
3320,4,"tag_4"
3319,3,"tag_3"
3318,2,"tag_2"
3317,1,"tag_1"
3316,0,"tag_0"
3315,4,"tag_4"
3314,3,"tag_3"
3313,2,"tag_2"
3312,1,"tag_1"
3311,0,"tag_0"
3310,4,"tag_4"
3309,3,"tag_3"
3308,2,"tag_2"
3307,1,"tag_1"
3306,0,"tag_0"
3305,4,"tag_4"
3304,3,"tag_3"
3303,2,"tag_2"
3302,1,"tag_1"
3301,0,"tag_0"
3300,4,"tag_4"
3299,3,"tag_3"
3298,2,"tag_2"
3297,1,"tag_1"
3296,0,"tag_0"
3295,4,"tag_4"
3294,3,"tag_3"
3293,2,"tag_2"
3292,1,"tag_1"
3291,0,"tag_0"
3290,4,"tag_4"
3289,3,"tag_3"
3288,2,"tag_2"
3287,1,"tag_1"
3286,0,"tag_0"
3285,4,"tag_4"
3284,3,"tag_3"
3283,2,"tag_2"
3282,1,"tag_1"
3281,0,"tag_0"
3280,4,"tag_4"
3279,3,"tag_3"
3278,2,"tag_2"
3277,1,"tag_1"
3276,0,"tag_0"
3275,4,"tag_4"
3274,3,"tag_3"
3273,2,"tag_2"
3272,1,"tag_1"
3271,0,"tag_0"
3270,4,"tag_4"
3269,3,"tag_3"
3268,2,"tag_2"
3267,1,"tag_1"
3266,0,"tag_0"
3265,4,"tag_4"
3264,3,"tag_3"
3263,2,"tag_2"
3262,1,"tag_1"
3261,0,"tag_0"
3260,4,"tag_4"
3259,3,"tag_3"
3258,2,"tag_2"
3257,1,"tag_1"
3256,0,"tag_0"
3255,4,"tag_4"
3254,3,"tag_3"
3253,2,"tag_2"
3252,1,"tag_1"
3251,0,"tag_0"
3250,4,"tag_4"
3249,3,"tag_3"
3248,2,"tag_2"
3247,1,"tag_1"
3246,0,"tag_0"
3245,4,"tag_4"
3244,3,"tag_3"
3243,2,"tag_2"
3242,1,"tag_1"
3241,0,"tag_0"
3240,4,"tag_4"
3239,3,"tag_3"
3238,2,"tag_2"
3237,1,"tag_1"
3236,0,"tag_0"
3235,4,"tag_4"
3234,3,"tag_3"
3233,2,"tag_2"
3232,1,"tag_1"
3231,0,"tag_0"
3230,4,"tag_4"
3229,3,"tag_3"
3228,2,"tag_2"
3227,1,"tag_1"
3226,0,"tag_0"
3225,4,"tag_4"
3224,3,"tag_3"
3223,2,"tag_2"
3222,1,"tag_1"
3221,0,"tag_0"
3220,4,"tag_4"
3219,3,"tag_3"
3218,2,"tag_2"
3217,1,"tag_1"
3216,0,"tag_0"
3215,4,"tag_4"
3214,3,"tag_3"
3213,2,"tag_2"
3212,1,"tag_1"
3211,0,"tag_0"
3210,4,"tag_4"
3209,3,"tag_3"
3208,2,"tag_2"
3207,1,"tag_1"
3206,0,"tag_0"
3205,4,"tag_4"
3204,3,"tag_3"
3203,2,"tag_2"
3202,1,"tag_1"
3201,0,"tag_0"
3200,4,"tag_4"
3199,3,"tag_3"
3198,2,"tag_2"
3197,1,"tag_1"
3196,0,"tag_0"
3195,4,"tag_4"
3194,3,"tag_3"
3193,2,"tag_2"
3192,1,"tag_1"
3191,0,"tag_0"
3190,4,"tag_4"
3189,3,"tag_3"
3188,2,"tag_2"
3187,1,"tag_1"
3186,0,"tag_0"
3185,4,"tag_4"
3184,3,"tag_3"
3183,2,"tag_2"
3182,1,"tag_1"
3181,0,"tag_0"
3180,4,"tag_4"
3179,3,"tag_3"
3178,2,"tag_2"
3177,1,"tag_1"
3176,0,"tag_0"
3175,4,"tag_4"
3174,3,"tag_3"
3173,2,"tag_2"
3172,1,"tag_1"
3171,0,"tag_0"
3170,4,"tag_4"
3169,3,"tag_3"
3168,2,"tag_2"
3167,1,"tag_1"
3166,0,"tag_0"
3165,4,"tag_4"
3164,3,"tag_3"
3163,2,"tag_2"
3162,1,"tag_1"
3161,0,"tag_0"
3160,4,"tag_4"
3159,3,"tag_3"
3158,2,"tag_2"
3157,1,"tag_1"
3156,0,"tag_0"
3155,4,"tag_4"
3154,3,"tag_3"
3153,2,"tag_2"
3152,1,"tag_1"
3151,0,"tag_0"
3150,4,"tag_4"
3149,3,"tag_3"
3148,2,"tag_2"
3147,1,"tag_1"
3146,0,"tag_0"
3145,4,"tag_4"
3144,3,"tag_3"
3143,2,"tag_2"
3142,1,"tag_1"
3141,0,"tag_0"
3140,4,"tag_4"
3139,3,"tag_3"
3138,2,"tag_2"
3137,1,"tag_1"
3136,0,"tag_0"
3135,4,"tag_4"
3134,3,"tag_3"
3133,2,"tag_2"
3132,1,"tag_1"
3131,0,"tag_0"
3130,4,"tag_4"
3129,3,"tag_3"
3128,2,"tag_2"
3127,1,"tag_1"
3126,0,"tag_0"
3125,4,"tag_4"
3124,3,"tag_3"
3123,2,"tag_2"
3122,1,"tag_1"
3121,0,"tag_0"
3120,4,"tag_4"
3119,3,"tag_3"
3118,2,"tag_2"
3117,1,"tag_1"
3116,0,"tag_0"
3115,4,"tag_4"
3114,3,"tag_3"
3113,2,"tag_2"
3112,1,"tag_1"
3111,0,"tag_0"
3110,4,"tag_4"
3109,3,"tag_3"
3108,2,"tag_2"
3107,1,"tag_1"
3106,0,"tag_0"
3105,4,"tag_4"
3104,3,"tag_3"
3103,2,"tag_2"
3102,1,"tag_1"
3101,0,"tag_0"
3100,4,"tag_4"
3099,3,"tag_3"
3098,2,"tag_2"
3097,1,"tag_1"
3096,0,"tag_0"
3095,4,"tag_4"
3094,3,"tag_3"
3093,2,"tag_2"
3092,1,"tag_1"
3091,0,"tag_0"
3090,4,"tag_4"
3089,3,"tag_3"
3088,2,"tag_2"
3087,1,"tag_1"
3086,0,"tag_0"
3085,4,"tag_4"
3084,3,"tag_3"
3083,2,"tag_2"
3082,1,"tag_1"
3081,0,"tag_0"
3080,4,"tag_4"
3079,3,"tag_3"
3078,2,"tag_2"
3077,1,"tag_1"
3076,0,"tag_0"
3075,4,"tag_4"
3074,3,"tag_3"
3073,2,"tag_2"
3072,1,"tag_1"
3071,0,"tag_0"
3070,4,"tag_4"
3069,3,"tag_3"
3068,2,"tag_2"
3067,1,"tag_1"
3066,0,"tag_0"
3065,4,"tag_4"
3064,3,"tag_3"
3063,2,"tag_2"
3062,1,"tag_1"
3061,0,"tag_0"
3060,4,"tag_4"
3059,3,"tag_3"
3058,2,"tag_2"
3057,1,"tag_1"
3056,0,"tag_0"
3055,4,"tag_4"
3054,3,"tag_3"
3053,2,"tag_2"
3052,1,"tag_1"
3051,0,"tag_0"
3050,4,"tag_4"
3049,3,"tag_3"
3048,2,"tag_2"
3047,1,"tag_1"
3046,0,"tag_0"
3045,4,"tag_4"
3044,3,"tag_3"
3043,2,"tag_2"
3042,1,"tag_1"
3041,0,"tag_0"
3040,4,"tag_4"
3039,3,"tag_3"
3038,2,"tag_2"
3037,1,"tag_1"
3036,0,"tag_0"
3035,4,"tag_4"
3034,3,"tag_3"
3033,2,"tag_2"
3032,1,"tag_1"
3031,0,"tag_0"
3030,4,"tag_4"
3029,3,"tag_3"
3028,2,"tag_2"
3027,1,"tag_1"
3026,0,"tag_0"
3025,4,"tag_4"
3024,3,"tag_3"
3023,2,"tag_2"
3022,1,"tag_1"
3021,0,"tag_0"
3020,4,"tag_4"
3019,3,"tag_3"
3018,2,"tag_2"
3017,1,"tag_1"
3016,0,"tag_0"
3015,4,"tag_4"
3014,3,"tag_3"
3013,2,"tag_2"
3012,1,"tag_1"
3011,0,"tag_0"
3010,4,"tag_4"
3009,3,"tag_3"
3008,2,"tag_2"
3007,1,"tag_1"
3006,0,"tag_0"
3005,4,"tag_4"
3004,3,"tag_3"
3003,2,"tag_2"
3002,1,"tag_1"
3001,0,"tag_0"
3000,4,"tag_4"
2999,3,"tag_3"
2998,2,"tag_2"
2997,1,"tag_1"
2996,0,"tag_0"
2995,4,"tag_4"
2994,3,"tag_3"
2993,2,"tag_2"
2992,1,"tag_1"
2991,0,"tag_0"
2990,4,"tag_4"
2989,3,"tag_3"
2988,2,"tag_2"
2987,1,"tag_1"
2986,0,"tag_0"
2985,4,"tag_4"
2984,3,"tag_3"
2983,2,"tag_2"
2982,1,"tag_1"
2981,0,"tag_0"
2980,4,"tag_4"
2979,3,"tag_3"
2978,2,"tag_2"
2977,1,"tag_1"
2976,0,"tag_0"
2975,4,"tag_4"
2974,3,"tag_3"
2973,2,"tag_2"
2972,1,"tag_1"
2971,0,"tag_0"
2970,4,"tag_4"
2969,3,"tag_3"
2968,2,"tag_2"
2967,1,"tag_1"
2966,0,"tag_0"
2965,4,"tag_4"
2964,3,"tag_3"
2963,2,"tag_2"
2962,1,"tag_1"
2961,0,"tag_0"
